Wall time,Step,Value
1725274487.8725872,0,14.057679176330566
1725274488.0059135,1,13.417555809020996
1725274488.1362996,2,12.851306915283203
1725274488.266759,3,12.425933837890625
1725274488.3969545,4,12.47219467163086
1725274488.5308266,5,11.694080352783203
1725274488.663811,6,11.21136474609375
1725274488.804557,7,10.300348281860352
1725274488.979055,8,9.86391544342041
1725274489.1606205,9,9.275918006896973
1725274489.3261266,10,8.872699737548828
1725274489.4968905,11,8.358400344848633
1725274489.665614,12,8.121039390563965
1725274489.842801,13,7.587193489074707
1725274489.9814608,14,6.793078899383545
1725274490.1158788,15,6.9584760665893555
1725274490.2469869,16,6.32349967956543
1725274490.3837852,17,5.867059707641602
1725274490.5338557,18,5.606969356536865
1725274490.72645,19,5.767322540283203
1725274490.9249494,20,5.568204402923584
1725274491.0982678,21,5.527975082397461
1725274491.261781,22,4.87240743637085
1725274491.4280741,23,4.993768215179443
1725274491.5772452,24,4.485949516296387
1725274491.7089617,25,4.255682468414307
1725274491.866641,26,4.289168834686279
1725274492.0204778,27,3.987166404724121
1725274492.1580691,28,3.9559574127197266
1725274492.2883778,29,3.4172708988189697
1725274492.4187474,30,3.227238655090332
1725274492.5490608,31,2.952890157699585
1725274492.7305615,32,2.9537506103515625
1725274492.8885348,33,2.586998462677002
1725274493.0190516,34,2.219024419784546
1725274493.1755052,35,2.2781083583831787
1725274493.347765,36,1.8523437976837158
1725274493.521934,37,1.791133999824524
1725274493.709258,38,1.9484913349151611
1725274493.8688664,39,1.795727252960205
1725274494.0261872,40,1.6317651271820068
1725274494.1885698,41,1.5380629301071167
1725274494.3711278,42,1.1953356266021729
1725274494.5354018,43,1.408503770828247
1725274494.7120006,44,1.3095093965530396
1725274494.8945963,45,1.2499935626983643
1725274495.0749934,46,1.159057378768921
1725274495.24031,47,1.0824998617172241
1725274495.424244,48,1.214211106300354
1725274495.5819597,49,1.1247841119766235
1725274495.7563903,50,1.2912310361862183
1725274495.9445906,51,1.0821846723556519
