Wall time,Step,Value
1725274488.0023453,1,-10.735796928405762
1725274488.132658,2,-9.66154670715332
1725274488.2632794,3,-8.551469802856445
1725274488.3934782,4,-7.40755558013916
1725274488.5274525,5,-6.386210918426514
1725274488.6603522,6,-5.337465286254883
1725274488.801018,7,-4.321457386016846
1725274488.9748669,8,-3.377918004989624
1725274489.1571004,9,-2.5291996002197266
1725274489.3223848,10,-1.7947593927383423
1725274489.4931867,11,-1.1897366046905518
1725274489.6605628,12,-0.7252708673477173
1725274489.839106,13,-0.4030483365058899
1725274489.977896,14,-0.20523172616958618
1725274490.112275,15,-0.09860065579414368
1725274490.2432818,16,-0.04430729150772095
1725274490.3803232,17,-0.011982470750808716
1725274490.5300393,18,0.01969236135482788
1725274490.7190275,19,0.05874347686767578
1725274490.921366,20,0.10776862502098083
1725274491.0946736,21,0.16173791885375977
1725274491.2579033,22,0.21421962976455688
1725274491.4246242,23,0.2582348585128784
1725274491.5733302,24,0.287531316280365
1725274491.7043025,25,0.29457157850265503
1725274491.8625705,26,0.27843230962753296
1725274492.0168834,27,0.24715715646743774
1725274492.1543465,28,0.2053394913673401
1725274492.284783,29,0.1735600233078003
1725274492.4151537,30,0.15321797132492065
1725274492.5453963,31,0.15352213382720947
1725274492.7271545,32,0.1775948703289032
1725274492.884668,33,0.22589406371116638
1725274493.0154648,34,0.28099721670150757
1725274493.1712062,35,0.33376067876815796
1725274493.344078,36,0.3750113546848297
1725274493.5172524,37,0.3989643156528473
1725274493.7056365,38,0.4133426249027252
1725274493.8652298,39,0.4291881322860718
1725274494.022642,40,0.45513787865638733
1725274494.1845415,41,0.48695895075798035
1725274494.3628,42,0.5205481052398682
1725274494.5296843,43,0.5548366904258728
1725274494.7074552,44,0.5702515840530396
1725274494.8905509,45,0.5710680484771729
1725274495.0712512,46,0.5576455593109131
1725274495.2368908,47,0.5491921901702881
1725274495.4207375,48,0.5458168983459473
1725274495.5782547,49,0.5488632917404175
1725274495.7516968,50,0.5472086668014526
1725274495.9409895,51,0.5265873670578003
1725274496.099581,52,0.5130622982978821
1725274496.2380292,53,0.501390814781189
1725274496.380668,54,0.5104835033416748
1725274496.517201,55,0.5288565754890442
1725274496.6620188,56,0.5398365259170532
1725274496.8533163,57,0.540334939956665
1725274497.0160353,58,0.5189882516860962
1725274497.1798446,59,0.5240380764007568
1725274497.3103628,60,0.5495065450668335
1725274497.4417164,61,0.5758235454559326
1725274497.572782,62,0.5754396915435791
1725274497.7035284,63,0.5670161247253418
1725274497.8338299,64,0.5701267719268799
1725274497.9642367,65,0.5496386885643005
1725274498.0944395,66,0.5509271621704102
1725274498.224414,67,0.5649597644805908
1725274498.3552558,68,0.5869240760803223
1725274498.4853528,69,0.598788857460022
1725274498.6163151,70,0.6059170961380005
1725274498.752228,71,0.5947123765945435
1725274498.8860476,72,0.6003551483154297
1725274499.0161374,73,0.6077102422714233
1725274499.1465173,74,0.6045641899108887
1725274499.2773857,75,0.586850643157959
1725274499.4082675,76,0.5808684825897217
1725274499.5392194,77,0.5907461643218994
1725274499.7217586,78,0.6263473033905029
1725274499.874388,79,0.6418702006340027
1725274500.0070496,80,0.6438760757446289
1725274500.1478338,81,0.6555964350700378
1725274500.330068,82,0.6690571904182434
1725274500.5015538,83,0.6994208693504333
1725274500.688172,84,0.710896372795105
1725274500.872978,85,0.7225861549377441
1725274501.051361,86,0.7150958776473999
1725274501.2357337,87,0.6916289925575256
1725274501.3703191,88,0.6735873818397522
1725274501.5006204,89,0.6706679463386536
1725274501.6355708,90,0.6862584948539734
1725274501.77056,91,0.6853461265563965
1725274501.936983,92,0.69701087474823
1725274502.0935748,93,0.7078818082809448
1725274502.274915,94,0.725693941116333
1725274502.4192157,95,0.7476370334625244
1725274502.591028,96,0.7486188411712646
1725274502.7613945,97,0.7507743835449219
1725274502.8961031,98,0.7607839107513428
1725274503.0333803,99,0.7606652975082397
1725274503.1906233,100,0.7431594729423523
1725274503.3210337,101,0.738186240196228
1725274503.4809117,102,0.7379392981529236
1725274503.6258101,103,0.7493102550506592
1725274503.7563949,104,0.7623673677444458
1725274503.8866856,105,0.7625322341918945
1725274504.023198,106,0.750999391078949
1725274504.1596549,107,0.7426681518554688
1725274504.3335907,108,0.7580657601356506
1725274504.5041196,109,0.7802023887634277
1725274504.6692717,110,0.7910559177398682
1725274504.8547363,111,0.8155620694160461
1725274505.0271447,112,0.822178840637207
1725274505.2097678,113,0.8145449161529541
1725274505.3893821,114,0.7978652715682983
1725274505.571854,115,0.7923221588134766
1725274505.740116,116,0.7954564690589905
1725274505.8925154,117,0.7875510454177856
1725274506.0905046,118,0.7784988880157471
1725274506.2823036,119,0.7887969017028809
1725274506.4353254,120,0.7909612655639648
1725274506.5724783,121,0.7809188365936279
1725274506.7035828,122,0.7908448576927185
1725274506.8694358,123,0.8149890899658203
1725274507.0402439,124,0.8442214727401733
1725274507.234981,125,0.8535128831863403
1725274507.4212027,126,0.8480844497680664
1725274507.5891783,127,0.8386662006378174
1725274507.7199552,128,0.8426154851913452
1725274507.849963,129,0.8532428741455078
1725274507.979866,130,0.855010986328125
1725274508.1103513,131,0.8452107906341553
1725274508.2411811,132,0.8448189496994019
1725274508.3718605,133,0.8449031114578247
1725274508.502758,134,0.8604881167411804
1725274508.6330814,135,0.8704516887664795
1725274508.7679224,136,0.8669509291648865
1725274508.9022317,137,0.8672741651535034
1725274509.0325954,138,0.8800433874130249
1725274509.1634252,139,0.8802018165588379
1725274509.2995515,140,0.8821290135383606
1725274509.4301646,141,0.8710378408432007
1725274509.5605729,142,0.846375584602356
1725274509.6911633,143,0.8390271067619324
1725274509.8217483,144,0.8520020246505737
1725274509.9524398,145,0.8735533952713013
1725274510.1158142,146,0.8892539739608765
1725274510.303687,147,0.8960846066474915
1725274510.4850483,148,0.891149640083313
1725274510.6696148,149,0.8846951723098755
1725274510.8499684,150,0.8782011270523071
1725274511.0151312,151,0.880416989326477
1725274511.1488447,152,0.8883898258209229
1725274511.2790847,153,0.8977941274642944
1725274511.4098585,154,0.8977624177932739
1725274511.540087,155,0.8875918984413147
1725274511.6706352,156,0.8692941069602966
1725274511.8005998,157,0.847332239151001
1725274511.930815,158,0.8408211469650269
1725274512.0610087,159,0.8526301383972168
1725274512.1912825,160,0.8781589865684509
1725274512.3386838,161,0.9050614833831787
1725274512.4759357,162,0.9200348854064941
1725274512.6132798,163,0.9254429340362549
1725274512.790121,164,0.9256354570388794
1725274512.9494839,165,0.9184074401855469
1725274513.1074798,166,0.8977224826812744
1725274513.27262,167,0.8844579458236694
1725274513.403233,168,0.8818114995956421
1725274513.5332017,169,0.8934828042984009
1725274513.6760814,170,0.9128432273864746
