Wall time,Step,Value
1725274487.8725872,0,4.979122161865234
1725274488.0059135,1,4.7830352783203125
1725274488.1362996,2,4.33754825592041
1725274488.266759,3,3.978330135345459
1725274488.3969545,4,3.565889835357666
1725274488.5308266,5,3.1770758628845215
1725274488.663811,6,2.6662046909332275
1725274488.804557,7,2.0340654850006104
1725274488.979055,8,1.5723084211349487
1725274489.1606205,9,1.0424901247024536
1725274489.3261266,10,0.5317379832267761
1725274489.4968905,11,0.22924396395683289
1725274489.665614,12,0.3016367256641388
1725274489.842801,13,0.43680834770202637
1725274489.9814608,14,0.8591542840003967
1725274490.1158788,15,0.8865242004394531
1725274490.2469869,16,1.150411605834961
1725274490.3837852,17,1.4753320217132568
1725274490.5338557,18,1.1819474697113037
1725274490.72645,19,1.3165806531906128
1725274490.9249494,20,1.306076169013977
1725274491.0982678,21,1.1611425876617432
1725274491.261781,22,0.9152090549468994
1725274491.4280741,23,1.0420972108840942
1725274491.5772452,24,0.9983147382736206
1725274491.7089617,25,0.7224915027618408
1725274491.866641,26,0.5200993418693542
1725274492.0204778,27,0.4999908208847046
1725274492.1580691,28,0.5339003801345825
1725274492.2883778,29,0.4140218198299408
1725274492.4187474,30,0.5066945552825928
1725274492.5490608,31,0.5733761787414551
1725274492.7305615,32,0.5937337875366211
1725274492.8885348,33,1.003351092338562
1725274493.0190516,34,0.9482288360595703
1725274493.1755052,35,1.105249047279358
1725274493.347765,36,1.0317418575286865
1725274493.521934,37,1.2060680389404297
1725274493.709258,38,1.5087306499481201
1725274493.8688664,39,1.4572590589523315
1725274494.0261872,40,1.363525152206421
1725274494.1885698,41,1.2649939060211182
1725274494.3711278,42,1.1252319812774658
1725274494.5354018,43,1.6145637035369873
1725274494.7120006,44,1.4677202701568604
1725274494.8945963,45,1.7702524662017822
1725274495.0749934,46,1.6777225732803345
1725274495.24031,47,1.3107243776321411
1725274495.424244,48,1.6161127090454102
1725274495.5819597,49,1.3635005950927734
1725274495.7563903,50,1.5681248903274536
1725274495.9445906,51,1.1051150560379028
1725274496.103787,52,1.2411049604415894
1725274496.241573,53,1.428403377532959
1725274496.3841257,54,1.1646952629089355
1725274496.5207632,55,1.0507813692092896
1725274496.666805,56,1.3496074676513672
