Wall time,Step,Value
1725718975.381682,16,0.08461526781320572
1725718975.4705322,17,0.09289475530385971
1725718977.9363918,44,0.06722422689199448
1725718978.9271512,55,0.07588841021060944
1725718980.873565,76,0.03311925753951073
1725718981.68015,85,0.031560804694890976
1725718982.415246,93,0.027621295303106308
1725718983.4875782,105,0.02170068584382534
1725718984.3038568,114,0.02252894453704357
1725718985.818679,130,0.018881065770983696
1725718986.77182,140,0.01626112312078476
1725718987.144078,144,0.016049984842538834
1725718987.3354769,146,0.019362537190318108
1725718987.913596,152,0.01608235202729702
1725718988.008868,153,0.02147023193538189
1725718988.392579,157,0.022243628278374672
1725718991.926566,194,0.02857634425163269
1725718993.3882291,209,0.017434898763895035
1725718995.0590222,227,0.06085290387272835
1725718996.768831,245,0.049977004528045654
1725718997.792804,256,0.05038142204284668
1725719000.3758872,283,0.05880124494433403
1725719001.3012228,293,0.036885108798742294
1725719001.6915698,297,0.028058437630534172
1725719001.9810822,300,0.02480386383831501
1725719003.153428,312,0.029643932357430458
1725719003.5305548,316,0.02300199866294861
1725719004.095795,322,0.022597551345825195
1725719004.195853,323,0.02104365825653076
1725719005.561203,337,0.018996236845850945
1725719006.21893,344,0.01552598923444748
1725719007.718532,360,0.015736958011984825
1725719008.0940611,364,0.01618114300072193
1725719009.255753,376,0.014074920676648617
1725719009.650042,380,0.012653028592467308
1725719010.39884,388,0.012960589490830898
1725719010.959518,394,0.01237936969846487
1725719012.573854,411,0.013819732703268528
1725719013.522115,421,0.012859291397035122
1725719014.866946,435,0.012187536805868149
1725719015.427095,441,0.013221480883657932
1725719015.622877,443,0.013901940546929836
1725719016.4079418,451,0.012880703434348106
1725719016.604983,453,0.016575049608945847
1725719018.9747572,478,0.0175644364207983
1725719019.168344,480,0.018297463655471802
1725719020.689128,496,0.013858319260179996
1725719021.4584079,504,0.011769229546189308
1725719027.109696,563,0.015545549802482128
1725719028.556967,578,0.01665090024471283
1725719030.261471,596,0.012071163393557072
1725719032.076501,615,0.020214326679706573
1725719033.04756,625,0.013601517304778099
1725719034.36016,639,0.025994595140218735
1725719036.8076448,665,0.017102284356951714
1725719037.553441,673,0.012862617149949074
1725719038.378665,682,0.012843332253396511
1725719038.661258,685,0.01253066211938858
1725719040.407912,703,0.010251996107399464
1725719040.978709,709,0.012255389243364334
1725719041.443033,714,0.01159596350044012
1725719042.686731,727,0.011264299973845482
1725719042.773262,728,0.01167178712785244
1725719044.818086,749,0.010705847293138504
1725719045.08322,752,0.010708888992667198
1725719045.273538,754,0.010143865831196308
1725719045.570762,757,0.01019411999732256
1725719046.137623,763,0.009869817644357681
1725719046.321347,765,0.009561707265675068
1725719046.414026,766,0.00962097942829132
1725719048.616694,789,0.00953287910670042
1725719049.2727182,796,0.009481607936322689
1725719050.954525,814,0.00990962516516447
1725719051.824223,823,0.009080097079277039
1725719052.86341,834,0.009341654367744923
1725719053.5131462,841,0.010884889401495457
1725719054.929225,856,0.010073020122945309
